host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price,bedrooms_na,bathrooms_na,beds_na,review_scores_rating_na,review_scores_accuracy_na,review_scores_cleanliness_na,review_scores_checkin_na,review_scores_communication_na,review_scores_location_na,review_scores_value_na,index
f,flexible,t,1.0,Noe Valley,37.75124,-122.42616,Apartment,Entire home/apt,8.0,1.5,3.0,3.0,Real Bed,1.0,12.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870743
f,strict_14_with_grace_period,t,165.0,Mission,37.76417,-122.41691,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,164.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17179870744
t,moderate,f,2.0,Excelsior,37.72486,-122.43172,House,Entire home/apt,6.0,2.0,3.0,3.0,Real Bed,7.0,14.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870745
t,moderate,f,1.0,Western Addition,37.78517,-122.44438,Condominium,Entire home/apt,2.0,1.5,1.0,1.0,Real Bed,3.0,35.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870746
t,strict_14_with_grace_period,f,1.0,Outer Richmond,37.77554,-122.50534,House,Entire home/apt,7.0,2.0,3.0,4.0,Real Bed,3.0,16.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870747
t,moderate,f,1.0,Marina,37.80259,-122.42695,Guest suite,Private room,2.0,1.0,1.0,1.0,Real Bed,3.0,117.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870748
f,moderate,t,1.0,Potrero Hill,37.76386,-122.39609,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,Real Bed,30.0,27.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870749
t,flexible,f,3.0,South of Market,37.77806,-122.39914,Condominium,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,166.0,96.0,10.0,9.0,10.0,10.0,9.0,10.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870750
f,strict_14_with_grace_period,f,1.0,South of Market,37.77408,-122.39655,Apartment,Entire home/apt,4.0,1.0,1.0,1.0,Real Bed,2.0,5.0,96.0,10.0,10.0,9.0,10.0,10.0,10.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870751
t,moderate,f,852.0,Chinatown,37.79154,-122.40814,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,137.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17179870752
f,flexible,t,1.0,Inner Sunset,37.75979,-122.47407,Apartment,Entire home/apt,4.0,1.0,1.0,1.0,Real Bed,6.0,3.0,87.0,7.0,10.0,10.0,10.0,10.0,8.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870753
t,flexible,f,7.0,Mission,37.76914,-122.42551,Apartment,Private room,1.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,75.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17179870754
f,moderate,f,1.0,Castro/Upper Market,37.76117,-122.43509,Apartment,Entire home/apt,4.0,0.5,2.0,2.0,Real Bed,2.0,28.0,99.0,10.0,9.0,10.0,10.0,10.0,10.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870755
f,strict_14_with_grace_period,f,67.0,Russian Hill,37.80628,-122.42017,Hotel,Private room,4.0,1.0,1.0,2.0,Real Bed,1.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,189.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17179870756
t,strict_14_with_grace_period,f,1.0,Financial District,37.79098,-122.39738,Condominium,Private room,1.0,1.0,1.0,1.0,Real Bed,30.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870757
t,moderate,t,1.0,Bayview,37.73354,-122.38858,Guest suite,Entire home/apt,4.0,2.0,2.0,2.0,Real Bed,2.0,75.0,95.0,9.0,9.0,10.0,10.0,8.0,9.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870758
f,flexible,t,439.0,South of Market,37.77554,-122.38945,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,Real Bed,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870759
f,moderate,f,43.0,South of Market,37.77385,-122.41822,Townhouse,Shared room,4.0,3.0,1.0,4.0,Real Bed,90.0,2.0,60.0,6.0,6.0,7.0,8.0,7.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870760
t,moderate,f,852.0,South of Market,37.7829,-122.39846,Apartment,Entire home/apt,2.0,1.0,0.0,0.0,Real Bed,30.0,1.0,80.0,10.0,8.0,10.0,10.0,6.0,8.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870761
f,moderate,f,1.0,Noe Valley,37.75567,-122.42816,House,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,2.0,37.0,91.0,9.0,9.0,10.0,9.0,10.0,9.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870762
f,flexible,t,439.0,South of Market,37.77388,-122.39796,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,360.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17179870763
f,flexible,f,2.0,South of Market,37.77585,-122.41333,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,6.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870764
f,moderate,t,4.0,Russian Hill,37.80031,-122.41112,House,Private room,4.0,2.0,2.0,2.0,Real Bed,1.0,11.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870765
t,flexible,t,3.0,Parkside,37.74408,-122.48967,House,Private room,4.0,1.0,2.0,2.0,Real Bed,2.0,14.0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870766
t,moderate,f,1.0,Outer Richmond,37.7719,-122.50372,House,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,188.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870767
f,strict_14_with_grace_period,f,2.0,Outer Sunset,37.74905,-122.48099,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,2.0,24.0,82.0,10.0,8.0,10.0,9.0,9.0,9.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870768
f,strict_14_with_grace_period,f,35.0,Bernal Heights,37.74471,-122.42032,Guest suite,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870769
f,strict_14_with_grace_period,f,63.0,Crocker Amazon,37.70842,-122.44803,House,Private room,1.0,1.0,1.0,1.0,Real Bed,2.0,1.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,50.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17179870770
t,moderate,f,9.0,Pacific Heights,37.79166,-122.4265,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,38.0,93.0,9.0,9.0,10.0,10.0,10.0,9.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870771
f,strict_14_with_grace_period,f,64.0,Mission,37.75752,-122.42241,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,Real Bed,30.0,1.0,80.0,10.0,10.0,10.0,8.0,10.0,8.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870772
t,flexible,t,2.0,Castro/Upper Market,37.75977,-122.43734,Apartment,Entire home/apt,5.0,2.0,2.0,2.0,Real Bed,30.0,3.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870773
t,moderate,f,1.0,Excelsior,37.72557,-122.42012,House,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,71.0,96.0,10.0,9.0,10.0,10.0,9.0,9.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870774
f,moderate,t,6.0,South of Market,37.78721,-122.38933,Condominium,Private room,1.0,1.0,1.0,1.0,Real Bed,30.0,8.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870775
f,moderate,t,1.0,Noe Valley,37.75298,-122.43957,Condominium,Entire home/apt,3.0,1.0,1.0,1.0,Real Bed,30.0,36.0,97.0,10.0,10.0,10.0,9.0,10.0,9.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870776
t,flexible,f,5.0,Outer Sunset,37.76382,-122.48002,House,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,19.0,96.0,10.0,10.0,10.0,9.0,10.0,9.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870777
f,strict_14_with_grace_period,f,87.0,Downtown/Civic Center,37.78492,-122.41636,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,3.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870778
f,strict_14_with_grace_period,f,87.0,Downtown/Civic Center,37.78567,-122.41055,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,77.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17179870779
t,moderate,t,3.0,Western Addition,37.77785,-122.44372,House,Entire home/apt,10.0,2.0,5.0,5.0,Real Bed,2.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870780
t,moderate,f,1.0,Pacific Heights,37.79188,-122.43205,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,65.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870781
f,moderate,f,1.0,West of Twin Peaks,37.73736,-122.46125,Guest suite,Entire home/apt,3.0,1.0,1.0,2.0,Real Bed,4.0,42.0,93.0,10.0,10.0,9.0,10.0,9.0,9.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870782
t,moderate,f,2.0,Bernal Heights,37.73459,-122.41968,House,Private room,3.0,1.0,1.0,2.0,Real Bed,2.0,31.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870783
t,strict_14_with_grace_period,f,2.0,North Beach,37.80093,-122.40482,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,Real Bed,30.0,92.0,94.0,9.0,9.0,9.0,10.0,10.0,9.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870784
f,flexible,f,1.0,Nob Hill,37.79013,-122.41684,Cabin,Private room,3.0,1.5,1.0,2.0,Real Bed,2.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17179870785
f,moderate,f,1.0,Marina,37.7971,-122.42793,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,31.0,6.0,83.0,9.0,8.0,9.0,9.0,10.0,9.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870786
t,moderate,f,1.0,Noe Valley,37.74552,-122.43499,House,Entire home/apt,6.0,2.0,3.0,4.0,Real Bed,1.0,33.0,93.0,9.0,9.0,10.0,9.0,10.0,9.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870787
t,moderate,f,1.0,Bernal Heights,37.74693,-122.41684,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,120.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870788
t,flexible,t,6.0,Lakeshore,37.73412,-122.47398,House,Private room,4.0,1.0,1.0,1.0,Real Bed,1.0,25.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870789
t,flexible,f,5.0,Outer Sunset,37.76339,-122.48011,House,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870790
t,strict_14_with_grace_period,f,2.0,Mission,37.76012,-122.42502,Apartment,Private room,1.0,1.0,1.0,1.0,Real Bed,3.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870791
f,moderate,f,1.0,Western Addition,37.77445,-122.43729,Apartment,Entire home/apt,4.0,1.5,2.0,2.0,Real Bed,30.0,20.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870792
f,strict_14_with_grace_period,f,4.0,South of Market,37.77719,-122.40871,House,Entire home/apt,8.0,1.0,3.0,3.0,Real Bed,31.0,105.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870793
f,strict_14_with_grace_period,f,1.0,Marina,37.79841,-122.4376,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,2.0,22.0,93.0,10.0,10.0,9.0,10.0,10.0,9.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870794
f,strict_14_with_grace_period,f,1.0,Financial District,37.79733,-122.39908,Apartment,Entire home/apt,5.0,1.0,3.0,5.0,Real Bed,80.0,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870795
t,flexible,t,5.0,Noe Valley,37.74571,-122.43022,House,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,177.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870796
t,moderate,t,3.0,Mission,37.74975,-122.41693,House,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,5.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870797
t,strict_14_with_grace_period,f,200.0,Downtown/Civic Center,37.78789,-122.413,Condominium,Entire home/apt,4.0,1.0,1.0,2.0,Real Bed,3.0,11.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870798
f,strict_14_with_grace_period,f,21.0,Castro/Upper Market,37.76438,-122.43047,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,18.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870799
t,moderate,f,41.0,South of Market,37.78858,-122.3902,Condominium,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,138.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17179870800
t,strict_14_with_grace_period,f,3.0,Western Addition,37.77729,-122.43421,Townhouse,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,399.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870801
t,moderate,t,2.0,West of Twin Peaks,37.74458,-122.46284,Guest suite,Entire home/apt,3.0,1.0,1.0,2.0,Real Bed,2.0,258.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870802
t,strict_14_with_grace_period,t,2.0,Outer Richmond,37.78093,-122.49425,Apartment,Entire home/apt,6.0,1.0,0.0,3.0,Real Bed,2.0,322.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870803
f,strict_14_with_grace_period,t,7.0,Russian Hill,37.80044,-122.4116,Villa,Shared room,1.0,2.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,33.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17179870804
f,moderate,t,7.0,Nob Hill,37.7929,-122.41383,Apartment,Entire home/apt,6.0,1.0,2.0,3.0,Real Bed,30.0,34.0,90.0,9.0,9.0,10.0,10.0,10.0,9.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870805
f,flexible,f,1.0,Inner Richmond,37.77762,-122.45973,Apartment,Entire home/apt,4.0,1.0,1.0,1.0,Real Bed,30.0,3.0,100.0,10.0,10.0,9.0,10.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870806
f,flexible,f,1.0,Potrero Hill,37.75806,-122.39858,House,Entire home/apt,5.0,1.0,2.0,2.0,Real Bed,30.0,9.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870807
f,strict_14_with_grace_period,t,2.0,Western Addition,37.77931,-122.43595,Apartment,Entire home/apt,6.0,1.0,3.0,4.0,Real Bed,30.0,84.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870808
f,strict_14_with_grace_period,f,64.0,Russian Hill,37.80172,-122.42403,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,Real Bed,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870809
f,moderate,t,1.0,Western Addition,37.78269,-122.44358,House,Private room,2.0,0.5,1.0,1.0,Real Bed,2.0,27.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870810
t,flexible,f,2.0,Mission,37.75224,-122.42245,Condominium,Private room,1.0,1.5,1.0,1.0,Real Bed,3.0,35.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870811
t,strict_14_with_grace_period,f,1.0,Noe Valley,37.74744,-122.43574,Cottage,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,76.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870812
f,strict_14_with_grace_period,f,3.0,Inner Richmond,37.77704,-122.47236,Condominium,Private room,2.0,1.5,1.0,1.0,Real Bed,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,17179870813
f,strict_14_with_grace_period,f,1.0,Mission,37.75697,-122.42019,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,31.0,7.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870814
f,strict_14_with_grace_period,t,51.0,Financial District,37.79772,-122.3988,Apartment,Entire home/apt,4.0,1.0,0.0,2.0,Real Bed,31.0,2.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870815
f,strict_14_with_grace_period,f,3.0,Outer Sunset,37.76306,-122.50435,Apartment,Entire home/apt,5.0,2.0,3.0,3.0,Real Bed,90.0,1.0,80.0,10.0,10.0,10.0,10.0,10.0,10.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870816
f,moderate,f,4.0,Russian Hill,37.80281,-122.4154,Condominium,Private room,6.0,2.5,1.0,1.0,Real Bed,2.0,170.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870817
f,strict_14_with_grace_period,f,2.0,South of Market,37.77681,-122.3972,Loft,Private room,1.0,1.5,1.0,1.0,Futon,30.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870818
t,flexible,t,2.0,Western Addition,37.7792,-122.43533,House,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,136.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870819
t,moderate,f,1.0,Inner Richmond,37.78295,-122.47385,Condominium,Entire home/apt,2.0,2.0,1.0,1.0,Real Bed,3.0,92.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870820
f,strict_14_with_grace_period,f,1.0,Mission,37.76775,-122.40801,Condominium,Entire home/apt,8.0,3.0,4.0,4.0,Real Bed,3.0,5.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,2450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870821
f,flexible,f,25.0,North Beach,37.79925,-122.4046,Bed and breakfast,Shared room,2.0,0.0,1.0,1.0,Real Bed,1.0,59.0,94.0,9.0,9.0,10.0,10.0,9.0,9.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870822
f,strict_14_with_grace_period,t,2.0,Mission,37.75179,-122.4082,Loft,Private room,2.0,1.5,1.0,1.0,Real Bed,30.0,25.0,93.0,10.0,9.0,10.0,10.0,9.0,8.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870823
t,strict,f,852.0,South of Market,37.77294,-122.41243,Apartment,Entire home/apt,2.0,1.0,0.0,0.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,126.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17179870824
t,moderate,f,3.0,Excelsior,37.73148,-122.41905,House,Entire home/apt,5.0,3.0,3.0,4.0,Couch,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870825
t,moderate,f,1.0,Outer Mission,37.72685,-122.43739,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,2.0,217.0,95.0,10.0,10.0,10.0,10.0,9.0,10.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870826
f,flexible,t,1.0,Western Addition,37.76946,-122.42978,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870827
t,moderate,f,2.0,Nob Hill,37.79285,-122.41052,Condominium,Entire home/apt,5.0,1.5,3.0,3.0,Real Bed,30.0,89.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870828
f,moderate,t,4.0,Visitacion Valley,37.71389,-122.40813,Guest suite,Entire home/apt,3.0,1.0,2.0,3.0,Real Bed,1.0,165.0,92.0,10.0,10.0,10.0,10.0,9.0,9.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870829
t,strict_14_with_grace_period,t,3.0,Pacific Heights,37.78801,-122.44228,House,Private room,4.0,1.0,2.0,2.0,Real Bed,3.0,61.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870830
f,strict_14_with_grace_period,t,165.0,Marina,37.79969,-122.42636,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,217.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17179870831
t,strict_14_with_grace_period,f,4.0,Mission,37.75579,-122.41438,Townhouse,Entire home/apt,5.0,1.5,2.0,2.0,Real Bed,2.0,19.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870832
f,strict_14_with_grace_period,f,2.0,Pacific Heights,37.79048,-122.43025,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,7.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179870833
