host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price,bedrooms_na,bathrooms_na,beds_na,review_scores_rating_na,review_scores_accuracy_na,review_scores_cleanliness_na,review_scores_checkin_na,review_scores_communication_na,review_scores_location_na,review_scores_value_na,index
f,moderate,t,5.0,Bayview,37.73075,-122.38908,House,Private room,2.0,1.0,1.0,1.0,Real Bed,30.0,9.0,91.0,9.0,10.0,10.0,10.0,8.0,9.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250
t,moderate,f,1.0,Haight Ashbury,37.77015,-122.45353,Apartment,Private room,1.0,1.0,1.0,1.0,Real Bed,2.0,72.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1251
t,strict_14_with_grace_period,f,3.0,Bernal Heights,37.73878,-122.41189,House,Private room,2.0,1.0,1.0,1.0,Real Bed,3.0,125.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1252
f,strict_14_with_grace_period,t,6.0,Potrero Hill,37.76161,-122.39407,Guest suite,Entire home/apt,3.0,1.0,0.0,1.0,Real Bed,30.0,3.0,93.0,9.0,10.0,10.0,9.0,10.0,9.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1253
t,moderate,f,2.0,Financial District,37.7901,-122.39593,Loft,Shared room,1.0,1.5,1.0,1.0,Couch,2.0,207.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1254
f,moderate,f,3.0,Crocker Amazon,37.70885,-122.43077,House,Private room,2.0,1.5,3.0,1.0,Real Bed,3.0,237.0,88.0,9.0,9.0,10.0,10.0,9.0,9.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1255
f,strict_14_with_grace_period,t,1199.0,South of Market,37.77476,-122.39199,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,177.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1256
f,strict_14_with_grace_period,f,2.0,Marina,37.79716,-122.44036,Apartment,Private room,1.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,65.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1257
t,moderate,t,2.0,Bernal Heights,37.74728,-122.40766,Guesthouse,Entire home/apt,3.0,1.0,0.0,0.0,Real Bed,3.0,116.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1258
t,moderate,f,1.0,Outer Sunset,37.76283,-122.5075,House,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,30.0,103.0,94.0,10.0,9.0,9.0,10.0,9.0,9.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1259
t,flexible,f,8.0,West of Twin Peaks,37.7249,-122.45707,House,Private room,1.0,1.0,1.0,1.0,Real Bed,5.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1260
f,strict_14_with_grace_period,f,3.0,Potrero Hill,37.75963,-122.40192,Condominium,Entire home/apt,2.0,1.5,2.0,2.0,Real Bed,4.0,19.0,97.0,10.0,10.0,9.0,9.0,10.0,10.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1261
f,flexible,t,439.0,South of Market,37.77781,-122.403,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,293.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1262
f,strict_14_with_grace_period,f,1.0,Mission,37.75131,-122.40795,House,Private room,1.0,1.0,1.0,2.0,Futon,3.0,94.0,91.0,10.0,9.0,10.0,10.0,10.0,10.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1263
f,strict_14_with_grace_period,f,2.0,Mission,37.7595,-122.41839,House,Private room,2.0,8.0,1.0,1.0,Real Bed,32.0,4.0,73.0,8.0,6.0,10.0,10.0,9.0,8.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1264
f,strict_14_with_grace_period,f,2.0,Haight Ashbury,37.7611,-122.44865,Condominium,Entire home/apt,4.0,1.5,2.0,2.0,Real Bed,3.0,15.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1265
f,strict_14_with_grace_period,f,64.0,Mission,37.75737,-122.42248,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,Real Bed,30.0,6.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1266
t,moderate,f,1.0,Mission,37.75192,-122.41365,Guest suite,Entire home/apt,2.0,1.0,1.0,2.0,Real Bed,2.0,227.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1267
t,moderate,f,2.0,Mission,37.76022,-122.42551,Condominium,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,357.0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1268
f,flexible,t,36.0,Downtown/Civic Center,37.78789,-122.41622,Apartment,Private room,1.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,50.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1269
t,strict_14_with_grace_period,f,1.0,Mission,37.75124,-122.41046,House,Entire home/apt,6.0,2.0,3.0,3.0,Real Bed,3.0,35.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1270
f,strict_14_with_grace_period,f,101.0,Noe Valley,37.75111,-122.43075,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,Real Bed,30.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271
f,strict_14_with_grace_period,f,63.0,Outer Mission,37.7086,-122.45432,House,Shared room,3.0,1.0,1.0,3.0,Real Bed,3.0,2.0,90.0,9.0,7.0,10.0,10.0,8.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1272
t,strict_14_with_grace_period,t,1.0,West of Twin Peaks,37.7401,-122.44781,House,Private room,4.0,1.0,0.0,2.0,Real Bed,2.0,50.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1273
t,moderate,f,1.0,West of Twin Peaks,37.72398,-122.45637,House,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,82.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1274
f,strict_14_with_grace_period,f,1.0,Russian Hill,37.80579,-122.42152,Condominium,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1275
t,moderate,t,1.0,Haight Ashbury,37.77318,-122.44148,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,3.0,54.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1276
f,strict_14_with_grace_period,t,2.0,Outer Mission,37.73315,-122.44436,House,Private room,2.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1277
f,moderate,t,1.0,Outer Mission,37.7351,-122.4415,House,Private room,2.0,1.0,1.0,1.0,Real Bed,4.0,140.0,95.0,10.0,9.0,10.0,10.0,10.0,10.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1278
f,strict_14_with_grace_period,f,87.0,Downtown/Civic Center,37.7846,-122.41157,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,78.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1279
f,flexible,t,439.0,South of Market,37.7812,-122.38899,Apartment,Entire home/apt,3.0,2.0,2.0,2.0,Real Bed,60.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,276.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1280
f,flexible,f,4.0,Ocean View,37.70838,-122.46158,House,Private room,3.0,1.0,1.0,2.0,Real Bed,1.0,29.0,92.0,10.0,9.0,10.0,10.0,9.0,9.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1281
f,flexible,t,31.0,Nob Hill,37.7941,-122.41499,Serviced apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,1.0,100.0,10.0,8.0,10.0,10.0,10.0,10.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1282
f,moderate,t,5.0,Nob Hill,37.79101,-122.41099,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,35.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1283
f,moderate,f,1.0,Mission,37.75369,-122.42261,Condominium,Entire home/apt,4.0,1.0,1.0,4.0,Real Bed,1.0,33.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1284
t,moderate,t,2.0,Glen Park,37.74097,-122.42896,House,Entire home/apt,6.0,3.0,3.0,3.0,Real Bed,2.0,25.0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1285
f,moderate,f,1.0,Bernal Heights,37.74096,-122.41656,House,Entire home/apt,3.0,1.0,1.0,2.0,Real Bed,1.0,42.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1286
f,flexible,t,1.0,Western Addition,37.77589,-122.43274,House,Entire home/apt,5.0,1.0,2.0,2.0,Real Bed,30.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1287
f,flexible,f,1.0,Outer Mission,37.7291,-122.43851,House,Private room,1.0,1.0,1.0,1.0,Real Bed,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1288
t,strict_14_with_grace_period,f,1.0,Pacific Heights,37.79517,-122.42784,Apartment,Entire home/apt,8.0,2.5,4.0,6.0,Real Bed,30.0,56.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1289
f,strict_14_with_grace_period,f,101.0,Presidio Heights,37.78507,-122.45276,House,Entire home/apt,6.0,3.0,3.0,3.0,Real Bed,30.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1290
t,moderate,f,1.0,Bayview,37.73482,-122.39578,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,2.0,104.0,93.0,10.0,10.0,10.0,9.0,9.0,10.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1291
f,strict_14_with_grace_period,t,2.0,Castro/Upper Market,37.76243,-122.4308,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,4.0,10.0,92.0,10.0,8.0,10.0,10.0,10.0,10.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1292
f,strict_14_with_grace_period,t,2.0,Ocean View,37.71916,-122.45595,Guest suite,Entire home/apt,6.0,2.0,2.0,3.0,Real Bed,4.0,5.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1293
f,strict_14_with_grace_period,f,1.0,Russian Hill,37.79941,-122.41507,Condominium,Entire home/apt,5.0,2.0,3.0,3.0,Real Bed,7.0,13.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1294
t,strict_14_with_grace_period,f,2.0,Outer Richmond,37.77591,-122.502,House,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,2.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1295
f,strict_14_with_grace_period,f,1.0,Outer Richmond,37.77363,-122.49017,House,Entire home/apt,8.0,2.5,3.0,5.0,Real Bed,4.0,7.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296
f,strict_14_with_grace_period,t,1199.0,South of Market,37.7794,-122.4136,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,2.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1297
f,moderate,t,8.0,Downtown/Civic Center,37.78468,-122.41481,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,266.0,92.0,10.0,10.0,10.0,10.0,9.0,9.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298
t,strict_14_with_grace_period,f,4.0,Glen Park,37.74118,-122.43275,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1299
f,strict_14_with_grace_period,t,8.0,Noe Valley,37.75147,-122.43493,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,30.0,53.0,92.0,10.0,9.0,10.0,10.0,10.0,9.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300
t,moderate,f,5.0,Outer Sunset,37.7539,-122.50101,Guest suite,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,2.0,147.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1301
f,flexible,t,63.0,Crocker Amazon,37.70746,-122.44862,House,Shared room,4.0,1.0,1.0,1.0,Real Bed,2.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,41.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1302
f,strict_14_with_grace_period,f,1.0,Haight Ashbury,37.76441,-122.44719,House,Entire home/apt,6.0,3.0,3.0,4.0,Real Bed,3.0,23.0,97.0,10.0,10.0,9.0,10.0,10.0,10.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1303
t,moderate,f,41.0,Mission,37.76679,-122.42037,Condominium,Entire home/apt,2.0,1.0,2.0,2.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,131.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1304
f,moderate,f,1.0,Mission,37.7615,-122.42117,Apartment,Entire home/apt,5.0,1.0,2.0,2.0,Real Bed,2.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1305
f,flexible,t,1.0,West of Twin Peaks,37.74069,-122.44607,House,Entire home/apt,9.0,3.5,3.0,7.0,Real Bed,1.0,7.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1306
f,strict_14_with_grace_period,t,1.0,Russian Hill,37.79699,-122.41601,Condominium,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,40.0,29.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1307
t,moderate,f,2.0,Mission,37.75419,-122.4159,Apartment,Entire home/apt,4.0,1.5,2.0,2.0,Real Bed,3.0,61.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1308
t,moderate,t,2.0,Mission,37.75054,-122.41656,House,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,109.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1309
f,moderate,f,2.0,Western Addition,37.77751,-122.4365,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310
f,strict_14_with_grace_period,t,24.0,Downtown/Civic Center,37.78984,-122.40788,Boutique hotel,Private room,4.0,1.0,1.0,1.0,Real Bed,5.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1311
f,strict_14_with_grace_period,f,1.0,Marina,37.79952,-122.42821,Condominium,Entire home/apt,5.0,1.5,3.0,4.0,Real Bed,1.0,102.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1312
t,flexible,f,2.0,Inner Richmond,37.78444,-122.46301,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,21.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1313
f,super_strict_30,t,27.0,North Beach,37.8021,-122.40769,Apartment,Entire home/apt,6.0,1.0,4.0,4.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1314
t,strict_14_with_grace_period,f,4.0,Twin Peaks,37.74846,-122.4448,Apartment,Entire home/apt,4.0,2.0,2.0,3.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,216.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1315
f,moderate,f,3.0,Castro/Upper Market,37.76418,-122.43394,House,Entire home/apt,8.0,2.0,3.0,4.0,Real Bed,2.0,17.0,95.0,10.0,9.0,10.0,10.0,10.0,10.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316
t,moderate,t,3.0,Outer Sunset,37.74896,-122.4924,House,Private room,3.0,1.0,1.0,2.0,Real Bed,1.0,261.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1317
t,strict_14_with_grace_period,f,1.0,Ocean View,37.7118,-122.45812,Condominium,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,52.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1318
t,moderate,t,1.0,Bayview,37.73302,-122.39401,House,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,4.0,19.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1319
f,strict_14_with_grace_period,t,4.0,Nob Hill,37.78981,-122.41189,Resort,Private room,4.0,1.0,1.0,1.0,Real Bed,3.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320
t,strict_14_with_grace_period,f,1.0,Twin Peaks,37.75581,-122.44879,Guest suite,Entire home/apt,4.0,1.0,1.0,2.0,Real Bed,1.0,52.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1321
f,strict_14_with_grace_period,f,33.0,Pacific Heights,37.79401,-122.42942,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,182.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1322
t,strict_14_with_grace_period,f,2.0,Potrero Hill,37.76243,-122.40185,House,Private room,5.0,1.0,1.0,3.0,Real Bed,30.0,8.0,100.0,9.0,10.0,10.0,10.0,10.0,10.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1323
f,strict_14_with_grace_period,f,67.0,Downtown/Civic Center,37.7876,-122.40986,Hotel,Private room,4.0,1.0,0.0,2.0,Real Bed,1.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,199.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1324
t,moderate,f,1.0,South of Market,37.77679,-122.41438,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,3.0,43.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1325
t,moderate,t,3.0,Outer Sunset,37.7495,-122.49164,House,Private room,3.0,1.0,1.0,2.0,Real Bed,1.0,279.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1326
f,flexible,f,1.0,Outer Richmond,37.77316,-122.50119,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,1.0,13.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1327
f,strict_14_with_grace_period,t,2.0,Glen Park,37.74183,-122.43026,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,2.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1328
t,super_strict_30,f,82.0,Downtown/Civic Center,37.78712,-122.40935,Condominium,Entire home/apt,4.0,1.0,0.0,2.0,Real Bed,1.0,5.0,96.0,10.0,10.0,9.0,10.0,10.0,9.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1329
t,moderate,f,1.0,Pacific Heights,37.79197,-122.42977,Apartment,Entire home/apt,3.0,1.0,0.0,2.0,Real Bed,28.0,56.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330
f,moderate,t,1.0,Inner Richmond,37.7785,-122.46877,Apartment,Private room,1.0,1.0,1.0,1.0,Real Bed,31.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,60.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1331
t,moderate,f,2.0,Noe Valley,37.75354,-122.43372,Apartment,Entire home/apt,5.0,1.0,1.0,2.0,Real Bed,30.0,254.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1332
f,flexible,t,439.0,South of Market,37.77298,-122.41027,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,219.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1333
f,strict_14_with_grace_period,t,2.0,Western Addition,37.77478,-122.4315,Apartment,Entire home/apt,10.0,2.0,4.0,7.0,Real Bed,2.0,31.0,90.0,9.0,8.0,9.0,9.0,9.0,9.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1334
t,moderate,f,1.0,Mission,37.75168,-122.41979,Apartment,Private room,3.0,1.0,1.0,2.0,Real Bed,2.0,97.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1335
f,moderate,t,1.0,Castro/Upper Market,37.7683,-122.42883,House,Entire home/apt,4.0,2.0,2.0,2.0,Real Bed,2.0,91.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1336
t,moderate,f,5.0,Russian Hill,37.80086,-122.41394,Apartment,Private room,3.0,1.5,1.0,1.0,Real Bed,30.0,110.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1337
t,moderate,f,5.0,Marina,37.7975,-122.43626,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,86.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1338
f,moderate,f,2.0,Crocker Amazon,37.71044,-122.43788,Guest suite,Entire home/apt,6.0,1.0,1.0,1.0,Real Bed,1.0,19.0,95.0,10.0,9.0,10.0,10.0,9.0,9.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339
f,strict_14_with_grace_period,f,64.0,Nob Hill,37.79571,-122.4113,Apartment,Entire home/apt,4.0,1.0,2.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340
t,strict_14_with_grace_period,f,1.0,Bernal Heights,37.74506,-122.41857,Guest suite,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,1.0,107.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1341
